,BTC-USD,ETH-USD,BNB-USD,XRP-USD,ADA-USD,DOGE-USD,TRX-USD,ETC-USD,LTC-USD,LINK-USD,XLM-USD,XMR-USD,BCH-USD,VET-USD,FIL-USD,EOS-USD,XTZ-USD,MANA-USD,QNT-USD,THETA-USD,KCS-USD,ZEC-USD,MIOTA-USD,HT-USD,MKR-USD,NEO-USD,SNX-USD,NEXO-USD,ENJ-USD,BAT-USD,DASH-USD,WAVES-USD,ZIL-USD,RVN-USD,LRC-USD,BTG-USD,XEM-USD,DCR-USD,HOT1-USD,CEL-USD,GNO-USD,XDC-USD,QTUM-USD,GLM-USD,IOTX-USD,RPL-USD,FLUX-USD,OMG-USD,ZRX-USD,IOST-USD,ICX-USD,ONT-USD,VGX-USD,STORJ-USD,WAXP-USD,SC-USD,POLY-USD,ZEN-USD,CHSB-USD,ERG-USD,DGB-USD,CVC-USD,MED-USD,LSK-USD,EURS-USD,SYS-USD,CEEK-USD,MAID-USD,REN-USD,XNO-USD,ONG1-USD,MVL-USD,REQ-USD,SNT-USD,ARDR-USD,RLC-USD,QKC-USD,UQC-USD,POWR-USD,XYO-USD,DENT-USD,NMR-USD,TEL-USD,BNT-USD,DAG-USD,STEEM-USD,FUN-USD,REP-USD,VERI-USD,REV1-USD,STRAX-USD,ADS-USD,MTL-USD,STMX-USD,LOOM-USD,XWC-USD,ELF-USD,TRAC-USD,ANT-USD,VTHO-USD,NKN-USD,IQ-USD,AGIX-USD,PRO-USD,ARK-USD,XVG-USD,UTK-USD,MFT-USD,ETN-USD,DERO-USD,CXO-USD,GXC-USD,TIME-USD,TOMO-USD,MLN-USD,CENNZ-USD,AVA-USD,WAN-USD,KMD-USD,FIRO-USD,BMX-USD,MOC-USD,RFR-USD,BTS-USD,ELA-USD,BCD-USD,MONA-USD,SBD-USD,AOG-USD,PRE-USD,UPP-USD,PIVX-USD,BLZ-USD
2018-09-24,-0.012757913384652042,-0.04813386695320965,-0.025895040877808917,0.01889033321360689,-0.052129880832188835,0.0008469222708304969,-0.07079288029281372,-0.023253872145384324,-0.0036651037253223606,-0.0346766938900267,-0.08091611473742644,-0.052283766639442675,0.08109511016582527,-0.07859163466434271,-0.14365853284204633,-0.05136292659479569,-0.15328001586229645,-0.040879094701214314,-0.26948040656053573,0.01003108743495007,0.11200522061102328,0.008338083565861076,-0.07447914431753211,0.09164213385509623,0.03615192469053774,-0.03125276548826328,-0.01170719476895199,0.34442917708385545,0.3145034769315016,-0.022036798880840314,-0.0879453260154408,-0.03644155782086045,-0.012907297734573664,-0.031101978601039804,-0.022236437604032044,0.14189793211388446,-0.04754354321137466,0.010501983527489767,-0.09620982994033778,,-0.052569319419410565,-0.2435813474900188,-0.061163126619744546,0.03972612800294928,0.012680255091863657,0.47957397838059945,-0.06063719753417329,0.020851239060779347,0.016292211867876716,-0.05006130297144118,-0.07149043228015217,-0.037988900370037215,0.023615169657661417,-0.08861351467101808,-0.048111998491562336,-0.11302090805115217,-0.011132815826059739,-0.03358446822334704,-0.04724365298191824,-0.16418073888620965,-0.04979463622313762,0.03774127465222765,0.02143378694202358,-0.028752928641188502,-0.02466040517504789,0.006494535366286858,-0.2906843509926347,-0.021465670632397682,-0.012391774418432533,-0.0684206689759973,1.1007586794762296,-0.0697957639911273,0.10967191237973317,-0.06316591035969665,0.07088183616498078,0.009253054157726481,0.14060768157484915,-0.45880132571360954,-0.10660257067623191,-0.1777833714063517,-0.09208299083764526,-0.02423627806390294,0.05396837622536399,-0.04255794439329458,0.05949789330395294,0.009539949738878034,-0.1701601356525435,-0.007520273680144296,-0.11775296075977648,0.14012545242114927,0.005342875419735049,-0.3628746423610232,-0.023989429279023755,-0.003530831397757339,0.13016403592949777,-0.08630080821071529,-0.03566002998658124,-0.006968024533810624,-0.051535369658396155,0.010241486950055112,-0.02428870803546035,-0.017113714687613246,0.048074861210512854,-0.15052286232245038,-0.028056558771475837,-0.006629718033776655,0.11168049290780413,-0.041516647972311915,0.3757567480196937,0.3388041573677656,-0.05803010357945437,0.05855814694586037,-0.039745363893594066,0.22437268413752265,-0.06385049225282868,-0.08901803143680898,-0.017012247037722084,-0.0406984583056985,0.002764699535549614,0.04937468824564295,0.02133495481872627,-0.08325305188071619,0.06255708366729618,-0.08641667315679191,-0.03156617295701025,-0.0589008148318354,-0.029945903209617764,-0.013783158886261053,-0.019496476822002506,-0.16984679362772814,-0.03671258022911683,0.12882311825676346,-0.0036693825343410147
2018-10-01,-0.003418356997718419,-0.029324487158966406,0.048819607110018204,-0.18770974238427218,-0.006323142994062447,-0.06001099819452893,0.19268201509264182,-0.03904210957017318,-0.04999436544884528,0.017143671009910877,-0.057316798256560775,-0.02208169661126469,-0.023787742615091645,0.014249078339547694,-0.07737030924569921,0.006955724136870067,-0.07828371506096021,0.005931921399022322,-0.016823695194373448,0.07468536716591956,-0.10792905093969071,-0.050769853157714984,0.008395734399263333,-0.08892845700270557,0.23009633601969348,-0.0454826672976556,0.06667921629764129,0.37307032194367107,-0.1032562010172593,0.02518064050181179,-0.04020682497753025,-0.037348355261168864,0.025212555681571214,0.07530039361631857,0.04285647386235336,0.033962635867798685,0.08823445675969888,0.020726115057223993,0.1280709688514614,,-0.18179337287606323,0.028233715190725484,-0.01434551065670453,-0.016137972019546476,0.14941721256018425,-0.25815337794707405,0.05378055176154062,-0.0682085449364267,0.11581479284587431,0.026672469759955852,0.028101534642777426,-0.03578578942627675,0.03261271890934325,-0.02379603086054738,-0.02782635853675819,0.1961527555844036,0.08584201413148596,-0.008667029735111687,0.00996814977968441,0.06645806656503495,0.02401930294892063,-0.01970454063873417,0.2358465153200875,-0.027951043733712932,-0.021041122652342842,0.024028276954737304,0.15262533287326097,-0.07485223256037288,-0.14548839588206075,-0.04183616674882806,-0.4264583757519736,0.09058456867679965,-0.02843585567799556,0.059121726427493915,-0.06581903581500237,0.0024403796385136234,0.1420458082028322,-0.2350062510851354,-0.0018323674121449862,0.14618569892032873,0.012926406142612201,0.5709695046898218,0.05289485729088028,-0.022473066064905345,-0.11944380424567846,-0.03514845836756182,0.05336332440817948,-0.05004020829131761,0.10363270115888579,-0.005159593496240511,-0.058381830227149656,0.19470520516750267,-0.012244735859753664,0.10173161791110275,0.048506930435122886,-0.04511299278657699,0.04669165561594779,0.11948743452282828,-0.10638933580613004,0.1256767575639106,0.2237989529630946,0.0003100077623008346,0.008289249674516608,0.09713790807048239,0.02430893329405326,0.025874145114556768,0.11052024508635006,0.061972659094596594,0.1125684719614104,0.44768499704564835,-0.07815573315647484,-0.003201484194727766,-0.0780260366991421,0.45106768449529566,-0.04514977445029533,-0.13550820038749345,-0.03441377038141713,0.074932922987005,-0.07204464376609553,-0.0015823320665622198,-0.05882928087757122,0.09141747370422992,0.023345584786858886,-0.027637787480594866,0.10795079828065024,0.0009895576507217285,-0.149166471127771,-0.02792814499768148,-0.20734900711582993,-0.3823493934764324,0.0016589154477433254,-0.035537272831453415,0.025552126390093743
2018-10-08,-0.048407606986566876,-0.14440192325889534,-0.10223453308789976,-0.17837902058193233,-0.17182147872627596,-0.0754088131303341,-0.129017996916716,-0.14701529018587767,-0.10836191006160645,-0.03727271545636235,-0.15402833356248857,-0.11951365348945053,-0.16391540076023237,-0.14068007900475532,0.09961791149955546,-0.10843626916403348,-0.07696953220813532,-0.11691106756752134,0.05052644149741352,-0.11035434998778282,-0.14753382349849084,-0.14487864841382692,-0.16767545941297524,-0.12440239321895685,0.03377674713763845,-0.1428687883255364,0.4881915897620259,-0.049271863331160404,-0.09914929054079913,-0.018351397635719247,-0.13544568016395786,-0.11685078964329854,-0.11069469664011233,0.13925170181098423,-0.05038307255399621,-0.09115775699176476,-0.13736014364213922,-0.0688009961431284,-0.16333914197218302,0.09333090979655312,-0.1290597406348981,-0.18100371714094976,-0.1036129441096385,-0.03778607369085618,0.06646656354128577,-0.04597064312199395,0.6377504742288931,-0.1450281969389573,-0.030597142330389737,-0.12504336223834844,-0.08987110959799133,-0.078566963687425,0.04868881257136726,0.1751649191637763,-0.052724537856046805,-0.17317063926870535,0.03683184814962659,-0.18975563256205374,-0.14910529092240132,-0.20284673636278483,-0.08178424310146637,-0.045924664353900635,-0.11259191268239199,-0.15600919588394002,-0.012055020389016458,-0.05649047183455069,0.5342949783924045,-0.26008165143871387,-0.16230687037373626,-0.16930694087233045,0.05015922099700319,-0.08744646690437019,0.16001282194355282,-0.14104600068964812,-0.003416815834962339,-0.02418259726902272,0.1677411782868643,-0.4644041392175826,-0.013458788432600954,-0.14021073030882025,-0.11883543880873404,-0.4375481210123402,-0.23503835493346337,-0.15154854717967672,-0.1662135192997365,-0.07925501902071984,-0.10423456554396182,-0.05724554043930352,0.04673603389720782,0.07053052103562463,-0.11103295047571354,0.048591637129067555,0.09086657016469296,-0.18578687811457506,0.09520197574117839,-0.11250421741998551,-0.09967681003063733,-0.11725242123986535,-0.05425522767183366,-0.15372283172972612,-0.10330392222711327,-0.018563466057210043,0.03325535516820066,0.013195224024034724,-0.04591749868988393,-0.1109236989272313,-0.09979595404138308,-0.13190908646390032,-0.046289001143796416,0.6539356190832051,-0.1029583918641217,0.10221054433188698,-0.20603512890468556,-0.11208762526488547,-0.10766091952755108,-0.15025743446775497,-0.15650498642213062,-0.10152262072736182,-0.01797171414161329,-0.08342412505004848,-0.008282425159738427,0.01068644902260063,0.08686346409429824,-0.1349388143486987,0.020069556474330064,-0.13442416041737615,0.0055478548499229285,0.03178569045939591,0.1839155564221162,0.022415992946677843,0.06511524327942109,0.03533944667753673,-0.09618090703221416
2018-10-15,0.02997417254576895,0.047042913256613694,0.025631296506718027,0.12436758500237766,0.062262826173061114,-0.1327008444909099,0.02400885589216628,0.024361435784667318,0.013860834647286602,0.1336332223928599,0.14000357511450146,0.04071298577682736,0.019428296558560376,-0.0006163713033364715,-0.029875892525530245,0.04830996037795199,0.0956932101907835,0.0707690011559845,0.41539402934198966,-0.016572815469024338,0.08473653860337202,0.14313151876501706,0.018560494062270783,0.030315219246031755,0.05704597317512583,0.053426992834739284,-0.005712917441582865,0.31411884780655,0.009826929257036987,0.4099633294665892,-0.018302879997652788,0.04676525799707043,0.042453924213766925,0.8663144608807687,0.06549503758595732,0.06490810786612888,0.07561518750896656,0.02304373323458897,0.14576396550591397,-0.2573180709684344,0.054288638325152405,0.1714342792457142,0.19526503005086138,0.11281810731884456,0.05065379578412088,0.3267399500628102,-0.015003693415938102,0.10116562530994866,0.20878260654386924,0.0713795995569324,0.11963543011372346,0.015951539295072537,0.11511032772798058,0.11503062130296149,0.154807819645292,0.10717010298506136,0.13952007203629746,0.04239331477163999,-0.036068822701134096,-0.001367287138305029,0.00137499454417922,0.13521749594102683,0.04810127510307005,0.014129460495783563,-0.010606737401888305,0.1316121504158838,0.09232450500222722,0.12147170158210963,0.11344290586096495,0.1133223792736503,-0.16213224391069703,-0.030217027392729356,0.13772600072667807,0.03825869786531477,0.021033248525553105,0.18697002369755056,-0.1597653265213128,0.25824178224397776,0.09178817065726674,0.08303207258720668,-0.0019969041206335802,0.21486085267503197,-0.1570038016691857,0.01746960805846856,-0.11158265706023762,-0.0027207806212878327,0.02644428943236221,0.0835787215023287,0.5417929796346708,0.19877231462547207,0.05850212962561585,-0.03653374879302507,-0.07818681262409305,0.10577169317220658,0.026025121008154795,-0.04080609732881468,0.04372279199190521,0.03260981891956938,-0.062469411798682484,-0.0826658965205036,-0.07397787137328704,0.02833172958541752,0.09255416314273424,0.16489374054894756,0.08024133150492763,0.03460167724540142,0.01653877500728651,0.11809766863541693,-0.11427031082582007,0.19039780154104952,0.12035173463792193,-0.06924080973881863,0.8224192035179387,0.030049483503559515,0.16390782664644865,-0.022936351667336652,0.09528020800352133,0.03875516648241626,0.13910933853276652,0.08743118768017855,0.046154961410152406,0.5678152931507578,0.13738885580197469,0.06020349295217997,0.094221519157895,0.010844378019794765,-0.005209383409356894,-0.013492356100834744,-0.05362184312580043,0.11009851959883532,-0.025126843010426114,0.16097411130869949,0.10037176930708469
2018-10-22,0.0006230426579865167,0.0010913261035945254,-0.00788361351142175,0.01242971592853781,-0.03633011867345326,-0.10592648406977023,-0.02684927617115207,-0.0027558590306084874,-0.018660864145004563,0.1694604769929996,-0.037311941874579535,-0.0011805305303136393,-0.015225249984020195,-0.03477365873661764,0.07031008173727904,0.00040192537915650917,0.008944005467093175,0.06949837753120525,0.5765610089659781,0.05843387837244807,0.0068027389529928955,-0.014663015530806511,-0.024171758961447742,-0.00894099710538171,-0.09297744797651841,-0.01946518129137509,-0.08377510743995198,0.2841253755938067,-0.0002620973353155698,-0.036633249334413254,0.012045207187156848,-0.04124657795061015,0.04965601447055423,0.16349424318120143,0.029800298330171948,0.03347317424472207,-0.06352589902179373,0.14766244186232402,-0.038866146869227514,-0.004033972507211381,0.02441552137919123,0.019773600709775963,-0.03420914970310318,0.06529706889536468,0.2784944560201019,0.030250481525212758,0.03545949342081611,-0.02448381249144327,-0.05937628851173363,0.04069344148545806,-0.06796329304693383,-0.025948031090200274,-0.058821923791811725,-0.06617187243003331,0.08552125550023293,0.015016621884017312,0.27773450585395554,0.027164640375594296,-0.05289461864524725,0.0807463627802697,-0.03936671858872742,0.0662038078948155,0.020962993569130894,-0.006391022856998552,0.014455061845146472,-0.04748437658233451,0.011238541606239494,0.16386101785376384,0.20290220078213794,-0.008683411605947433,-0.08190363941386479,-0.028940015074423897,-0.15862518419261074,0.03173219374442615,-0.057222418327426805,-0.008375302026926379,-0.05366513641298498,-0.27010890325870474,-0.07480638930127337,-0.07906859403239164,0.2032569292545885,0.0562084836671779,0.06297485552444027,0.02174840568566888,0.08521316602472062,-0.046568082704030456,-0.014141575248213911,0.12140772818292689,0.32554574778999346,0.4220637664417306,0.15814067387093328,-0.18719957042942248,-0.006599028851599631,0.10374799155188796,-0.05704271811978545,-0.07006437724130876,0.016202791565907315,0.11599729159835181,0.0749878111781625,-0.015567727478535964,0.11583372453821017,-0.037638029870621814,0.1856409367906693,0.029858207546419102,0.048453059339286036,0.019412761334296924,-0.048053789776940636,0.2760249457584587,-0.03605020348421384,0.3289904573375152,-0.01834741092743064,-0.04515104954235499,-0.46034686557328763,-0.081388803530275,0.12945608828881383,0.17810658469218543,0.0608686780007206,0.08570402881391734,0.11273670542829234,0.13997869068189983,-0.053889608987922166,-0.20733355650678398,-0.026773671319021197,-0.03654001377918492,-0.3603791393158311,0.03706075783955676,0.044550984912106434,-0.021551430153329713,0.12045481861383234,-0.03173641081458989,0.010011960367379835,0.06229176444799933,0.0014384926277135612
2018-10-29,-0.01714484480535816,0.010270090994554337,-0.004068597221075443,0.0006161507654153242,0.04101114639411296,-0.10009639149819893,-0.012044174312363154,-0.026069089106553367,0.03174116299670571,0.13477600125547184,0.03695612324830466,0.06294402777929786,0.23902811916207334,-0.02858524877471691,-0.08094464186083483,0.004428663527108245,-0.02064845360308637,-0.010714092637568395,-0.029435522736735553,-0.027821213731371586,0.007973205479437098,-0.024284312208844305,0.0320760366488505,-0.05215027573151454,0.038531187969737424,0.02630133894154385,-0.026607883778273056,-0.07638905845935362,-0.00852694375867813,0.14637182906113422,0.04084544289387271,-0.040668706768339224,0.00699947252002886,-0.07224312844875236,-0.03480024402576465,0.08368192413436581,0.0158738323218377,-0.09554805677078049,-0.05105072929864374,0.03861914088847218,-0.040636551999794435,0.005784502411329662,-0.03881287510944964,-0.03531978059292573,-0.1842355932546167,0.17703662540806586,-0.13140630887356908,0.00986131134697521,-0.046978449080153195,-0.04822063093832618,-0.011925297848579541,-0.044712827605017824,-0.06672836412508765,-0.06262702284312915,0.05032620683926892,-0.10767539235366907,-0.07600040182500933,-0.03411266056839857,0.020441422762411676,-0.09417057160817721,-0.02720922441832041,-0.0041893319336128165,-0.015617447659158401,-0.013518813701631327,-0.005347973752076768,-0.03870453668836982,0.003250652016516753,-0.06449201283219663,0.1689046341459539,-0.0388893966665087,-0.041378055529292745,-0.0011086560057389505,-0.030178168989722032,0.037530419897262135,0.01253994744448006,-0.056967333612681026,-0.1778320061107661,0.02020029855708194,-0.02091504159530322,0.06582335253189253,0.0562970348750822,-0.05143547772613899,-0.099898195001626,0.023437488813799978,-0.09475649079698023,0.019587910512632728,-0.013851225931073685,0.0022344503482170097,-0.1767321236917101,-0.3283800811526725,-0.056821278924674035,-0.4016423638632509,-0.06409425908111227,0.02139402621564468,-0.06160987181745048,-0.007947707118197034,-0.04060186431704005,-0.004365827256012533,0.036055121700873716,-0.05081532614512607,0.43421038200217943,-0.020718881768001296,0.15945492065245004,0.09756371712509493,0.021066651219361437,-0.05064995376118464,0.06008515429283534,0.018126180119024227,-0.02363190267303006,-0.07834852721030938,0.07398181360047218,-0.0068494930733922765,-0.25401183060303634,0.04960488382875994,0.10408815409760352,0.025778577268752656,0.10240869477375769,-0.03385894774524832,-0.09499401685676234,-0.11436948251046042,0.0427576682625288,0.20825991116065712,-0.05946436455491888,-0.02053743059286406,-0.1058354142684419,0.012593614147724974,-0.03720336724671605,0.004082178583019342,0.005634484631969805,0.003243870332867438,-0.02485301377534377,-0.012526236392888357,0.05417908768299351
2018-11-05,0.005496070419782839,0.018404362646281314,-0.016921313947372063,0.0893052914344925,0.0033003892248149036,-0.15062044944098307,-0.020051066326548295,-0.011068758029641135,-0.04282720146355201,0.011128355280644375,0.12424466217884866,-0.04969577822304405,-0.04910248555965335,-0.04943786855614629,0.07377890266813192,-0.00101346127821067,-0.007421512955759935,0.18574614343384432,-0.22647691717265916,-0.05076356644765845,-0.010516527670673403,0.07115234768751577,-0.02846975014821984,0.03651473078124118,0.07923497936855828,-0.03957530265697251,0.07786421996023396,-0.18031387094357454,0.007114161640680905,-0.12491359253162426,-0.01766262988770162,-0.053104442959910014,-0.06435958491489346,-0.18152525624842797,-0.10696525128309586,0.006317490209516663,-0.019597108334376667,-0.025786502108452236,-0.027533791182780654,0.11867759610914375,-0.013059653012873262,0.3062540723775662,-0.019336687373507466,-0.02911261579329083,-0.04570696381897177,0.010312466747101401,0.19991274578227358,-0.025415507731905596,-0.12319776454583115,-0.009175172349189076,-0.09732483947055409,-0.03550717274596088,-0.029424410283745983,-0.019547137897318878,0.3788877850366439,-0.0862998934873529,-0.12544631482689783,0.037710252915569065,-0.016469587461859447,-0.0794650719722001,-0.11196562054238113,-0.09919349341842998,0.14551822324812314,-0.03443371444185317,-0.0077972058400061495,-0.008433256807640621,-0.06457945845198676,0.11827103644850223,-0.030136352748797002,-0.06605285970033459,-0.13387254669328078,0.02573369965054262,-0.010384748606031557,-0.06624548351447057,-0.06627744977630412,-0.08552969374419295,0.20367027222989176,-0.05642800779473678,-0.0064231175497651005,0.2646408508519986,-0.022218793141994375,-0.1846881170416279,0.002590694752755418,-0.01444765073765164,-0.3220560985326193,-0.06721382701438364,-0.15521962147310298,-0.06930551047175681,-0.07985857869927893,0.14209957270048634,-0.09208295731574034,-0.10488293089677203,-0.03694021444664847,-0.13654470875424263,-0.012487160335675096,-0.02247787087059061,-0.03435887347010347,0.007248055402400588,-0.0984296191564028,-0.19508735152852985,-0.538348732498382,-0.09065677362888902,-0.05835816915158176,-0.13536575587565636,-0.1309923018848756,-0.07900697341054386,0.07884697017082987,-0.1142607657020136,-0.21105598319362562,-0.007738177506447452,0.3366241699244359,-0.03846092108733967,-0.09879966797721784,-0.08404059390297858,-0.01611865808701074,0.00011369241283976095,0.4022088963155497,-0.11157083309754913,-0.10813248308476892,0.04568970374439951,-0.037221714237922754,-0.008941248398947277,-0.06735139342103658,-0.03021609505052103,0.17376625297363102,-0.06441646538574186,-0.011416336537795807,-0.012386231788050766,0.010181338166285414,0.02430283282429091,-0.02119956344812257,-0.021505153490707418,-0.03770200834787496
2018-11-12,-0.13109601648854152,-0.1769399940789551,-0.16829482947909158,0.008973016541916623,-0.2112636924561726,-0.17929009489070857,-0.1907829653991331,-0.2179758362187849,-0.19350859263829978,0.028249045554497143,-0.0911929507842042,-0.17393762831551118,-0.32267095801255774,-0.280412192187792,0.014935653915885805,-0.17116864451889469,-0.19445166606949033,-0.0655176301511382,-0.12912666600080225,-0.20806894356298988,-0.11784144878964202,-0.1347924823341291,-0.15701893992486626,-0.06965469383276768,-0.2004860723006523,-0.238531792168867,0.018165414707578043,-0.1320618336006807,-0.22565099721024762,-0.17610968551613837,-0.1871588482813804,-0.1263531091704161,-0.2429912199863553,-0.29587393497588366,-0.35489429438928477,-0.0909536460406204,0.0025873935163112094,-0.16146438423131526,-0.22239602479866694,-0.27845048214600787,-0.3110457520037695,0.13253569748639382,-0.2132328302551587,-0.2870038891224378,-0.2846785234921487,-0.36810433452753283,-0.25874104846957513,-0.14232444001681221,-0.23250837671561364,-0.3963314997135443,-0.3264855869748077,-0.19465608245049854,-0.41705570852364837,-0.3182569609283452,-0.2552793623803131,-0.25532182428154027,-0.15907942935092012,-0.2260629647508292,-0.18133636091961858,-0.0661073272310097,-0.14847750103767288,-0.27495774091375624,-0.08613381098072903,-0.23385621553835545,0.06432020570438488,-0.34459533545156384,-0.15231238112308443,-0.10080558403372253,-0.32759006261854795,-0.2133127930940008,-0.3888803909292124,-0.15334021233603412,-0.29334922847646006,-0.17907098240804187,-0.24718223851110155,-0.12332439343805868,-0.050134189454039024,0.021336246342561038,-0.23392842971224548,-0.23400390332019771,-0.31958762779847394,-0.17286442973430627,-0.15803919280213474,-0.22370392930993166,-0.2895742839563731,-0.23953015053351362,-0.3533309543531251,-0.23007646544658478,-0.41499550222514525,-0.08268451766500506,-0.2861311507413362,-0.09777599071133647,-0.36400075271538523,-0.27266581266109213,-0.2904430373402356,-0.08904715096070603,-0.3441323689685336,-0.35562849605508395,-0.2738428729312441,-0.22525771773827508,-0.4068460819552704,-0.32412594099386105,-0.29161528069424314,-0.4071386526677738,-0.33769548521834336,-0.29259225451825177,-0.05185893940145592,-0.31345962318889864,-0.18454398685665563,-0.09809233534420408,-0.06600613859351423,-0.1658536883623653,-0.11153603216621955,-0.30073104796017724,-0.31213629914693275,-0.11629746502031102,0.12118901735275589,-0.30400146797020766,-0.23289066642804435,-0.20235535234019553,-0.17224040879803937,-0.06003986369225922,-0.2384030552261649,-0.2746038804677893,-0.13650437430898532,-0.24269972884855634,-0.03095566354522289,-0.012504089360016579,-0.14707607961006852,-0.12930534034166374,-0.22497449775001854,-0.2299560747086018,-0.3734298520833703
2018-11-19,-0.3381776131030776,-0.4190662294821266,-0.4344945141168959,-0.3096098017157094,-0.49545559977566267,-0.1744075198552668,-0.4209431696311232,-0.4468304934895244,-0.3149427014431434,-0.703466575105684,-0.44777796854813867,-0.4316808180850842,-0.7383854004136019,-0.49148033081299225,-0.16016798251278752,-0.31432262729730764,-0.6092219840498374,-0.47116885441740974,-0.7281163093067945,-0.2863173653667084,-0.47321671646384844,-0.47516422730303454,-0.3613967807991021,-0.2904792120410766,-0.5795688564553831,-0.49049423887797294,-0.7714815008734355,-0.19082153968797533,-0.4970933753119602,-0.3937746415228407,-0.37290591454863087,-0.37673261647353595,-0.5908777188660297,-0.44836305797622966,-0.4893003325976766,-0.3305781044935774,-0.2971839182276481,-0.44725084752027877,-0.4023565958152604,-0.33074932727807527,-0.2746964968309853,-0.39161450039391266,-0.4053198696044661,-0.3656694994958656,-0.4558295898246101,-0.09996091720577316,-0.315339791217665,-0.5894672828471212,-0.4006343434780729,-0.5395482083687915,-0.5556165980863804,-0.44428438785583846,-0.6600655228152343,-0.45990974003112584,-0.4705804366485262,-0.4817961627179379,-0.5185884449960336,-0.5386324820804278,-0.3444930579784584,-0.39996819869488875,-0.4222489658842168,-0.5148720443616619,-0.46866489180903503,-0.43842130271391244,-0.07601038555929204,-0.5706074364954787,-0.6544629644201692,-0.31768656039814,-0.49657262357121956,-0.38398529313962776,-0.5525725154371863,-0.6385826316866812,-0.5285680654763376,-0.48158146654192757,-0.3115779687444662,-0.5657869814483327,-0.0856619863790633,-0.4675385539103034,-0.49103045424547176,-0.36792435455894257,-0.49717347250206867,-0.42628676896490325,-0.5057878501224531,-0.43984209525271317,-0.27985639364549364,-0.5212094477119836,-0.5712208981103579,-0.3310890778648674,-0.2833362155677501,-0.09625768090151099,-0.438644606803281,-0.4696406292585049,-0.5164506922325826,-0.5783812117490452,-0.5631391580865541,-0.3618826064434497,-0.6619398387515754,-0.33148759236142533,-0.5256971114181243,-0.4438924838132907,-0.4681647027695339,-0.6689714318678597,-0.37970925462297433,-0.5288035555350916,-0.23696162136200338,-0.48845257506915374,-0.4651577493667918,-0.6170948477991827,-0.37498767858932514,-0.5084268299522458,-0.5185760535900319,-0.4327607474669029,-0.47897828811523846,-0.3535606309130168,-0.3841661523108917,-0.22418508980034435,0.10478724615458135,-0.5534057990675265,-0.4855623091019507,-0.47128713395764965,-0.4348038473885345,-0.3010795875193484,-0.5150327647541708,-0.3931540715777353,-0.6688087238296803,-0.21682473147438153,-0.4565759307574004,-0.14484809378985697,-0.4478930487080506,-0.4343935703657267,-0.7448833173764382,-0.3863841652348484,-0.5226355177579007
2018-11-26,0.031882549132060234,-0.0005247936956465082,0.013390500328257726,-0.018659147311945956,0.0995063652535988,0.0116437490606085,0.18819073263129038,0.07822168046371103,0.0873842296190106,0.19617696253614558,0.004338796061303274,0.017886660912381558,-0.06995106125272166,0.04912536782979515,0.04865260018088269,-0.16188388538725595,-0.1803413241673062,0.1610108316965988,0.2096780636027858,0.2506598533650517,-0.0074442935022617784,0.11895801498284353,0.030261552089822397,0.10337069302193667,0.2155668577846317,0.03171006713884239,-0.09946964321144813,0.09082436118010495,0.19434938316869665,0.22847133323385838,0.017284793668284948,0.41144067118588035,0.19078038804752495,0.039472832949978276,0.06301491204903131,-0.06811492436614408,0.11719275741287483,-0.03675366432116123,-0.00560229817558433,0.15319687616131938,0.1229461032580601,0.16684246132135971,0.02971006441216817,0.054105009825924366,0.15033477844801002,-0.5051762306011214,0.0017356351088135824,0.039983644198991475,0.0844487171086461,0.07329888761887293,0.12338494509680697,-0.05067630293460862,0.03401504936989097,0.27916797871565846,0.11821345947837214,0.08477914422425226,0.11251903882355752,0.015267905896645395,0.19665851658784472,0.37453423743531244,0.18392500924241517,0.14836329458371367,0.15415070525655583,0.04886540011213625,0.001662166991385411,0.12593520744068343,-0.002939348486394877,-0.040297268667208064,0.05076896993412916,0.049613290324966156,0.2532661227275347,-0.177084684186946,0.16759076483428448,0.07685993307243955,0.0749117813333009,0.1348403970397567,-0.021667555377208547,0.09152926038327402,0.11563205737769788,0.6980649883266761,0.030744553573295086,0.27191828925723094,0.18524860220218375,0.014638027716961044,-0.1703665550663871,-0.0032570258806681185,0.07103698658900903,0.0705370097412632,0.0017824315980012884,-0.14479294398726572,0.14191941855887535,0.006229676391384942,0.2335643702688679,0.1581413020158715,0.19706351902448427,0.04083048402816036,0.1982650548709255,0.12820629282110785,0.3542229146172067,0.17887920639526822,0.1562280403675862,0.24100178295086927,0.2829820530063203,-0.0002203917070122685,0.036143917078447774,0.2806058776639029,0.15104633217893815,0.14253957125772043,0.003407902997532908,0.004726624612352279,-0.01383909827942098,0.035951087018413985,-0.035748009052107954,0.11666161277287812,0.06592888714246548,0.7449693893953868,0.017149976623271,0.09806859543901958,0.27768887500589656,0.25107217484566147,0.013351472697460842,-0.013409559232177237,0.25792889883949055,0.02153478572534029,0.0467681004210061,-0.06455145074171952,-0.04720761302279319,0.003513046474795861,0.14631646952419874,-0.09893262290944449,0.6767828773449671,0.03736662607403379,0.13256465855615485
